image_path,crop_type,N,P,K,temperature,humidity,ph,rainfall,before_temp,after_temp,thermal_delta,health_status,green_ratio,efficiency_score,deficiency
../datasets/selected_plant_images\tomato\tomato_Early_blight_93296d31-4bc2-4998-adce-ec243e940152___RS_Erly.B 7410.JPG,pomegranate,40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,20.28,22.29,2.01,stressed,0.3033920599489796,44.67,Balanced
../datasets/selected_plant_images\tomato\tomato_Early_blight_b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,pomegranate,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,24.42,26.95,2.53,stressed,0.1844108737244898,39.34,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,pomegranate,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,24.61,26.42,1.81,stressed,0.1844108737244898,42.39,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,pomegranate,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,21.74,23.62,1.88,stressed,0.1844108737244898,44.23,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,pomegranate,9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,22.94,24.63,1.69,stressed,0.1844108737244898,36.66,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,pomegranate,18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,24.03,26.38,2.35,stressed,0.1844108737244898,41.84,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,pomegranate,40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,20.92,22.45,1.52,stressed,0.49629304846938777,44.67,Balanced
../datasets/selected_plant_images\tomato\tomato_Early_blight_dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,pomegranate,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,23.98,25.54,1.55,stressed,0.49629304846938777,32.71,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,pomegranate,25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,18.38,20.13,1.75,stressed,0.49629304846938777,43.1,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,pomegranate,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,20.78,21.81,1.03,stressed,0.49629304846938777,42.33,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,pomegranate,40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,20.17,22.0,1.83,stressed,0.49629304846938777,44.67,Balanced
../datasets/selected_plant_images\tomato\tomato_Early_blight_de96e7a2-6de3-4699-9680-9eb4d4e215c8___RS_Erly.B 9445.JPG,pomegranate,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,23.59,25.75,2.16,stressed,0.2610411352040816,43.5,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_de96e7a2-6de3-4699-9680-9eb4d4e215c8___RS_Erly.B 9445.JPG,pomegranate,8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,23.56,25.4,1.85,stressed,0.2610411352040816,39.42,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_de96e7a2-6de3-4699-9680-9eb4d4e215c8___RS_Erly.B 9445.JPG,pomegranate,16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,24.21,26.09,1.88,stressed,0.2610411352040816,37.82,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_de96e7a2-6de3-4699-9680-9eb4d4e215c8___RS_Erly.B 9445.JPG,pomegranate,5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,24.44,26.29,1.84,stressed,0.2610411352040816,38.83,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_de96e7a2-6de3-4699-9680-9eb4d4e215c8___RS_Erly.B 9445.JPG,pomegranate,4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,20.73,22.96,2.23,stressed,0.2610411352040816,36.71,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_e56354a5-5e3f-4ed6-bfe5-3c783a32dc98___RS_Erly.B 9413.JPG,pomegranate,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,24.92,26.97,2.05,stressed,0.18112244897959184,40.21,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_e56354a5-5e3f-4ed6-bfe5-3c783a32dc98___RS_Erly.B 9413.JPG,pomegranate,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,23.89,26.07,2.18,stressed,0.18112244897959184,41.58,N_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_e56354a5-5e3f-4ed6-bfe5-3c783a32dc98___RS_Erly.B 9413.JPG,pomegranate,40,27,45,21.66024980000001,94.79397419,5.885638185,112.4349689,20.99,23.59,2.61,stressed,0.18112244897959184,46.67,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_e56354a5-5e3f-4ed6-bfe5-3c783a32dc98___RS_Erly.B 9413.JPG,pomegranate,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,20.92,23.19,2.27,stressed,0.18112244897959184,38.68,P_deficient
../datasets/selected_plant_images\tomato\tomato_Early_blight_e56354a5-5e3f-4ed6-bfe5-3c783a32dc98___RS_Erly.B 9413.JPG,pomegranate,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,17.74,20.33,2.59,stressed,0.18112244897959184,36.3,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1.JPG,pomegranate,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,24.15,22.52,-1.63,healthy,0.40818319515306123,68.39,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1.JPG,pomegranate,39,17,45,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,19.05,16.46,-2.58,healthy,0.40818319515306123,82.28,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1.JPG,pomegranate,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,25.04,23.42,-1.62,healthy,0.40818319515306123,64.04,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1.JPG,pomegranate,5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,25.6,23.22,-2.38,healthy,0.40818319515306123,76.83,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1.JPG,pomegranate,9,25,41,24.81530144,91.90842992,5.972714857000001,109.2853418,25.51,23.56,-1.95,healthy,0.40818319515306123,65.99,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_4b9bc37a-a9af-4e3f-a4e4-1e6cfb79c673___RS_HL 0262.JPG,pomegranate,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,19.09,17.37,-1.72,healthy,0.3298190369897959,63.46,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_4b9bc37a-a9af-4e3f-a4e4-1e6cfb79c673___RS_HL 0262.JPG,pomegranate,10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,21.16,19.65,-1.51,healthy,0.3298190369897959,61.98,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_4b9bc37a-a9af-4e3f-a4e4-1e6cfb79c673___RS_HL 0262.JPG,pomegranate,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,19.23,17.18,-2.05,healthy,0.3298190369897959,76.84,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_4b9bc37a-a9af-4e3f-a4e4-1e6cfb79c673___RS_HL 0262.JPG,pomegranate,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,24.25,21.78,-2.46,healthy,0.3298190369897959,70.71,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_4b9bc37a-a9af-4e3f-a4e4-1e6cfb79c673___RS_HL 0262.JPG,pomegranate,13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,21.8,19.62,-2.18,healthy,0.3298190369897959,77.94,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG,pomegranate,39,17,45,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,18.42,16.13,-2.28,healthy,0.36075015943877553,82.28,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG,pomegranate,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,25.6,23.87,-1.73,healthy,0.36075015943877553,65.34,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG,pomegranate,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,19.22,17.57,-1.65,healthy,0.36075015943877553,66.18,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG,pomegranate,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,22.55,20.82,-1.74,healthy,0.36075015943877553,65.47,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG,pomegranate,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,23.68,21.86,-1.82,healthy,0.36075015943877553,62.53,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6a800f5d-f218-4c0b-b78b-7cedcc70a3aa___GH_HL Leaf 337.1.JPG,pomegranate,22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,20.09,18.09,-2.0,healthy,0.4682517538265306,68.51,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6a800f5d-f218-4c0b-b78b-7cedcc70a3aa___GH_HL Leaf 337.1.JPG,pomegranate,10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,20.91,18.67,-2.24,healthy,0.4682517538265306,73.98,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6a800f5d-f218-4c0b-b78b-7cedcc70a3aa___GH_HL Leaf 337.1.JPG,pomegranate,0,27,38,22.44581266,89.90147027,6.7380162210000005,109.3905998,21.57,19.8,-1.77,healthy,0.4682517538265306,64.13,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6a800f5d-f218-4c0b-b78b-7cedcc70a3aa___GH_HL Leaf 337.1.JPG,pomegranate,36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,20.28,17.86,-2.42,healthy,0.4682517538265306,77.42,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6a800f5d-f218-4c0b-b78b-7cedcc70a3aa___GH_HL Leaf 337.1.JPG,pomegranate,22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,24.67,22.17,-2.5,healthy,0.4682517538265306,77.4,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL 0168.JPG,pomegranate,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,20.4,18.53,-1.87,healthy,0.3148716517857143,69.19,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL 0168.JPG,pomegranate,6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,19.42,17.7,-1.72,healthy,0.3148716517857143,62.87,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL 0168.JPG,pomegranate,14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,25.84,23.44,-2.39,healthy,0.3148716517857143,73.04,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL 0168.JPG,pomegranate,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,19.63,17.17,-2.46,healthy,0.3148716517857143,78.56,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL 0168.JPG,pomegranate,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,20.15,18.15,-2.0,healthy,0.3148716517857143,68.33,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6fc5b781-6757-459f-af96-09a67dbcb2bc___RS_HL 0607.JPG,pomegranate,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,18.54,16.48,-2.06,healthy,0.42576132015306123,74.3,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6fc5b781-6757-459f-af96-09a67dbcb2bc___RS_HL 0607.JPG,pomegranate,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,21.62,19.26,-2.36,healthy,0.42576132015306123,82.23,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6fc5b781-6757-459f-af96-09a67dbcb2bc___RS_HL 0607.JPG,pomegranate,32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,23.04,21.29,-1.75,healthy,0.42576132015306123,67.42,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6fc5b781-6757-459f-af96-09a67dbcb2bc___RS_HL 0607.JPG,pomegranate,32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,17.43,15.58,-1.84,healthy,0.42576132015306123,68.22,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_6fc5b781-6757-459f-af96-09a67dbcb2bc___RS_HL 0607.JPG,pomegranate,18,9,40,19.44623085,89.02127045,5.627186257000001,106.1606833,19.29,17.02,-2.27,healthy,0.42576132015306123,75.67,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,pomegranate,6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,20.2,18.11,-2.09,healthy,0.39620535714285715,74.87,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,pomegranate,2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,25.4,22.92,-2.48,healthy,0.39620535714285715,75.8,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,pomegranate,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,18.96,16.58,-2.38,healthy,0.39620535714285715,75.46,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,pomegranate,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,18.52,16.77,-1.74,healthy,0.39620535714285715,66.18,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,pomegranate,6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,23.57,21.27,-2.3,healthy,0.39620535714285715,78.33,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_973c9431-f521-462d-82fa-442196087ca8___GH_HL Leaf 204.1.JPG,pomegranate,31,25,38,24.96273236,92.40501423,6.4973666770000005,109.4169192,24.23,22.11,-2.11,healthy,0.4271763392857143,80.86,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_973c9431-f521-462d-82fa-442196087ca8___GH_HL Leaf 204.1.JPG,pomegranate,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,18.91,17.04,-1.86,healthy,0.4271763392857143,69.19,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_973c9431-f521-462d-82fa-442196087ca8___GH_HL Leaf 204.1.JPG,pomegranate,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,23.1,21.1,-2.0,healthy,0.4271763392857143,62.5,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_973c9431-f521-462d-82fa-442196087ca8___GH_HL Leaf 204.1.JPG,pomegranate,13,7,43,18.20230419,91.12282162,7.013481515,109.66239740000002,18.09,15.49,-2.61,healthy,0.4271763392857143,75.19,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_973c9431-f521-462d-82fa-442196087ca8___GH_HL Leaf 204.1.JPG,pomegranate,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,23.3,21.63,-1.67,healthy,0.4271763392857143,65.47,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_bcf2a4c7-5e73-4443-b39c-74fd6895afb5___GH_HL Leaf 248.1.JPG,pomegranate,26,18,42,19.72620525,89.64934166,6.910374919,108.22872759999998,20.29,18.52,-1.77,healthy,0.3426937181122449,67.53,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_bcf2a4c7-5e73-4443-b39c-74fd6895afb5___GH_HL Leaf 248.1.JPG,pomegranate,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,22.13,19.91,-2.22,healthy,0.3426937181122449,76.68,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_bcf2a4c7-5e73-4443-b39c-74fd6895afb5___GH_HL Leaf 248.1.JPG,pomegranate,3,27,44,24.56811204,92.03009222,6.591302797000001,110.9633894,24.55,22.09,-2.46,healthy,0.3426937181122449,78.23,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_bcf2a4c7-5e73-4443-b39c-74fd6895afb5___GH_HL Leaf 248.1.JPG,pomegranate,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,22.27,20.33,-1.94,healthy,0.3426937181122449,64.67,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_bcf2a4c7-5e73-4443-b39c-74fd6895afb5___GH_HL Leaf 248.1.JPG,pomegranate,40,27,45,21.66024980000001,94.79397419,5.885638185,112.4349689,22.38,20.2,-2.18,healthy,0.3426937181122449,84.67,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL 9638.JPG,pomegranate,34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,23.18,21.22,-1.96,healthy,0.2054169323979592,65.27,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL 9638.JPG,pomegranate,32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,22.63,20.42,-2.21,healthy,0.2054169323979592,79.42,P_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL 9638.JPG,pomegranate,25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,18.8,16.63,-2.17,healthy,0.2054169323979592,81.1,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL 9638.JPG,pomegranate,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,22.35,20.77,-1.57,healthy,0.2054169323979592,67.58,N_deficient
../datasets/selected_plant_images\tomato\tomato_healthy_ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL 9638.JPG,pomegranate,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,24.76,23.29,-1.47,healthy,0.2054169323979592,72.31,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_03f008be-5b97-4827-a2e2-88136b3c8714___RS_Late.B 6290.JPG,pomegranate,39,30,38,20.12644921,87.59629625,6.965156737999999,108.065579,20.69,22.6,1.91,stressed,0.26084183673469385,45.3,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_03f008be-5b97-4827-a2e2-88136b3c8714___RS_Late.B 6290.JPG,pomegranate,32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,17.6,19.97,2.37,stressed,0.26084183673469385,42.22,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_03f008be-5b97-4827-a2e2-88136b3c8714___RS_Late.B 6290.JPG,pomegranate,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,23.02,24.54,1.52,stressed,0.26084183673469385,43.5,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_03f008be-5b97-4827-a2e2-88136b3c8714___RS_Late.B 6290.JPG,pomegranate,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,19.49,21.31,1.83,stressed,0.26084183673469385,41.11,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_03f008be-5b97-4827-a2e2-88136b3c8714___RS_Late.B 6290.JPG,pomegranate,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,20.25,21.81,1.56,stressed,0.26084183673469385,41.87,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130.JPG,pomegranate,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,19.02,21.41,2.39,stressed,0.29472257653061223,41.11,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130.JPG,pomegranate,8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,18.26,20.02,1.76,stressed,0.29472257653061223,38.71,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130.JPG,pomegranate,11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,22.69,24.16,1.47,stressed,0.29472257653061223,38.06,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130.JPG,pomegranate,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,20.42,21.95,1.53,stressed,0.29472257653061223,41.11,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130.JPG,pomegranate,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,19.28,21.23,1.95,stressed,0.29472257653061223,40.56,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_24c41335-1ad7-4b68-9756-577ed8cf3525___GHLB2 Leaf 144.1.JPG,pomegranate,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,18.97,20.76,1.8,stressed,0.28868383290816324,40.18,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_24c41335-1ad7-4b68-9756-577ed8cf3525___GHLB2 Leaf 144.1.JPG,pomegranate,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,22.81,24.89,2.08,stressed,0.28868383290816324,42.39,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_24c41335-1ad7-4b68-9756-577ed8cf3525___GHLB2 Leaf 144.1.JPG,pomegranate,8,28,38,23.22594,94.42971362,6.8444019,105.6917856,23.46,25.78,2.32,stressed,0.28868383290816324,39.69,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_24c41335-1ad7-4b68-9756-577ed8cf3525___GHLB2 Leaf 144.1.JPG,pomegranate,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,21.2,23.22,2.02,stressed,0.28868383290816324,38.67,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_24c41335-1ad7-4b68-9756-577ed8cf3525___GHLB2 Leaf 144.1.JPG,pomegranate,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,24.67,26.4,1.74,stressed,0.28868383290816324,40.21,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.JPG,pomegranate,22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,24.61,26.39,1.78,stressed,0.32302295918367346,39.4,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.JPG,pomegranate,3,27,44,24.56811204,92.03009222,6.591302797000001,110.9633894,25.31,26.83,1.53,stressed,0.32302295918367346,40.23,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.JPG,pomegranate,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,25.35,27.44,2.1,stressed,0.32302295918367346,44.27,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.JPG,pomegranate,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,25.22,27.52,2.3,stressed,0.32302295918367346,44.27,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.JPG,pomegranate,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,23.68,25.97,2.29,stressed,0.32302295918367346,42.77,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_5c0dc87a-f671-4085-93c5-1454ee859caf___RS_Late.B 6271.JPG,pomegranate,0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,23.97,25.78,1.81,stressed,0.17500398596938777,36.98,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_5c0dc87a-f671-4085-93c5-1454ee859caf___RS_Late.B 6271.JPG,pomegranate,30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,23.51,25.81,2.3,stressed,0.17500398596938777,41.58,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_5c0dc87a-f671-4085-93c5-1454ee859caf___RS_Late.B 6271.JPG,pomegranate,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,24.64,26.45,1.81,stressed,0.17500398596938777,46.31,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_5c0dc87a-f671-4085-93c5-1454ee859caf___RS_Late.B 6271.JPG,pomegranate,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,20.01,21.96,1.95,stressed,0.17500398596938777,39.2,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_5c0dc87a-f671-4085-93c5-1454ee859caf___RS_Late.B 6271.JPG,pomegranate,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,22.61,24.98,2.37,stressed,0.17500398596938777,41.93,N_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_71fdeb76-d0e0-40a9-8a58-22d88a1c2b2b___GHLB_PS Leaf 34.1 Day 13.jpg,pomegranate,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,18.71,20.59,1.88,stressed,0.29727359693877553,39.2,P_deficient
../datasets/selected_plant_images\tomato\tomato_Late_blight_71fdeb76-d0e0-40a9-8a58-22d88a1c2b2b___GHLB_PS Leaf 34.1 Day 13.jpg,pomegranate,40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,21.19,22.67,1.48,stressed,0.29727359693877553,44.67,Balanced
